NU_ANO,CO_CURSO,CO_IES,CO_GRUPO,QE_I28,QE_I29,QE_I30,QE_I34,QE_I37,QE_I41,QE_I43,QE_I44,QE_I47,QE_I48,QE_I49,QE_I57,QE_I61,QE_I62,QE_I63
2014,1435,2,3502,6.0,4.0,3.0,5.0,1.0,3.0,6.0,6.0,4.0,6.0,2.0,3.0,6.0,4.0,6.0
2014,1782,2,3502,4.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
2014,1906,2,3502,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0
2014,2723,2,3502,5.0,4.0,6.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0
2014,5843,2,3502,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,6.0,1.0,1.0,1.0
2014,6665,2,3502,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
2014,6665,2,3502,5.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
2014,8063,2,3502,4.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
2014,8337,2,3502,4.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0
2014,9720,2,3502,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,9979,2,3502,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0
2014,11135,2,3502,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,11135,2,3502,5.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0
2014,11305,2,3502,4.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0
2014,11991,2,3502,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0
2014,12044,2,3502,5.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
2014,13266,2,3502,5.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,13420,2,3502,3.0,3.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,6.0,6.0,5.0
2014,13972,2,3502,7.0,1.0,1.0,1.0,6.0,3.0,6.0,6.0,4.0,2.0,1.0,6.0,6.0,6.0,6.0
2014,14090,2,3502,5.0,4.0,3.0,4.0,6.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0
2014,15404,2,3502,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0
2014,16267,2,3502,5.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0
2014,18562,2,3502,5.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0
2014,18964,2,3502,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0
2014,20096,2,3502,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,20616,2,3502,5.0,6.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0
2014,21018,2,3502,4.0,5.0,5.0,4.0,3.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
2014,21494,2,3502,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0
2014,21500,2,3502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0
2014,25390,2,3502,4.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0
2014,31592,2,3502,5.0,4.0,5.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
2014,32097,2,3502,6.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0
2014,32876,2,3502,5.0,5.0,5.0,6.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0
2014,36133,2,3502,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
2014,36133,2,3502,6.0,5.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,2.0
2014,38854,2,3502,4.0,4.0,3.0,7.0,3.0,1.0,7.0,7.0,8.0,3.0,3.0,3.0,5.0,5.0,6.0
2014,41780,2,3502,5.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,44656,2,3502,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,44658,2,3502,4.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0
2014,48205,2,3502,5.0,3.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,3.0,6.0,6.0,5.0
2014,50069,2,3502,3.0,5.0,6.0,5.0,6.0,5.0,3.0,4.0,2.0,1.0,4.0,5.0,5.0,2.0,1.0
2014,50801,2,3502,5.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0
2014,51257,2,3502,5.0,4.0,6.0,6.0,5.0,3.0,6.0,5.0,4.0,3.0,3.0,6.0,6.0,6.0,5.0
2014,51864,2,3502,5.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
2014,52963,2,3502,5.0,6.0,6.0,4.0,6.0,6.0,4.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0
2014,53120,2,3502,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2014,53788,2,3502,5.0,6.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0
2014,57580,2,3502,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0
2014,58006,2,3502,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0
2014,58524,2,3502,5.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,1.0,1.0,1.0
2014,59148,2,3502,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,59426,2,3502,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0
2014,59426,2,3502,4.0,6.0,4.0,5.0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0
2014,59426,2,3502,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0
2014,60168,2,3502,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2014,98474,2,904,2.0,3.0,2.0,8.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0
2014,98892,2,904,5.0,5.0,5.0,3.0,5.0,4.0,7.0,8.0,5.0,5.0,4.0,8.0,7.0,7.0,7.0
2014,99426,2,904,5.0,6.0,6.0,6.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
2014,100305,2,904,5.0,6.0,6.0,6.0,4.0,3.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0
2014,100305,2,904,6.0,6.0,6.0,6.0,6.0,5.0,6.0,8.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0
2014,100646,2,904,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,100812,2,904,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,101643,2,904,6.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0
2014,102152,2,904,5.0,4.0,4.0,6.0,3.0,1.0,8.0,4.0,3.0,1.0,5.0,5.0,4.0,2.0,2.0
2014,102280,2,904,4.0,5.0,6.0,7.0,5.0,7.0,3.0,7.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0
2014,103338,2,904,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,103494,2,904,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,4.0,1.0,4.0,2.0,6.0,1.0,1.0
2014,103806,2,904,4.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
2014,103834,2,904,5.0,5.0,3.0,2.0,4.0,3.0,7.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,1.0
2014,105436,2,904,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0
2014,108714,2,904,6.0,4.0,4.0,6.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
2014,108714,2,904,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0
2014,108714,2,904,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0
2014,108846,2,904,5.0,5.0,6.0,6.0,6.0,4.0,1.0,6.0,4.0,4.0,6.0,6.0,3.0,7.0,7.0
2014,108848,2,904,6.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0
2014,110144,2,904,5.0,6.0,4.0,5.0,5.0,6.0,4.0,3.0,4.0,3.0,5.0,4.0,6.0,6.0,6.0
2014,110252,2,904,4.0,4.0,5.0,4.0,5.0,4.0,8.0,8.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2014,110808,2,904,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
2014,111090,2,904,6.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,6.0,5.0,6.0,5.0,3.0,3.0,3.0
2014,111090,2,904,5.0,6.0,5.0,4.0,6.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0
2014,111734,2,904,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0
2014,113671,2,904,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0
2014,114182,2,4301,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
2014,114182,2,4301,5.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2014,114240,2,4301,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0
2014,114346,2,4301,6.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
2014,115045,2,4301,4.0,6.0,5.0,6.0,6.0,2.0,6.0,5.0,3.0,3.0,5.0,4.0,5.0,6.0,6.0
2014,115276,2,4301,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2014,115882,2,4301,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,117588,2,4301,5.0,5.0,6.0,5.0,5.0,6.0,6.0,2.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0
2014,118168,2,4301,6.0,6.0,5.0,4.0,6.0,5.0,3.0,3.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0
2014,118818,2,4301,2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,118966,2,4301,5.0,6.0,5.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,5.0,6.0,4.0
2014,119134,2,4301,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2014,119208,2,4301,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,4.0,6.0,4.0,5.0,4.0
2014,120777,2,4301,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2014,120932,2,4301,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0
2014,121044,2,4301,5.0,2.0,3.0,5.0,1.0,6.0,1.0,1.0,5.0,1.0,5.0,6.0,6.0,1.0,2.0
2014,121131,2,4301,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,150281,2,4301,4.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0
2014,301638,2,4301,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
2014,1060036,2,4301,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0
2014,1107278,2,4301,4.0,5.0,4.0,6.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
2014,1113477,2,4301,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,1117559,2,4301,4.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
2014,1126133,2,4301,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,1134422,2,4301,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
2014,1141967,2,4301,5.0,5.0,4.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2014,1152259,2,4301,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0
2014,1155186,2,4301,6.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,5.0,3.0,7.0,7.0
2014,1156620,2,4301,5.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
2014,1160194,2,4301,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0
2014,1160261,2,4301,6.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,3.0
2014,5000024,2,4301,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0
2014,968,2,4301,6.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,3.0,6.0,5.0
2014,1110,2,4301,5.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,4.0,6.0,6.0,5.0,7.0,5.0
2014,1445,2,4301,4.0,6.0,4.0,3.0,4.0,6.0,4.0,5.0,5.0,6.0,4.0,6.0,7.0,5.0,4.0
2014,1451,2,4301,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0
2014,1538,2,4301,4.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,6.0,2.0,2.0,3.0
2014,1718,2,4301,6.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,1.0,3.0,5.0
2014,2016,2,4301,2.0,4.0,4.0,5.0,2.0,1.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0
2014,5843,2,4301,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0
2014,5844,2,4301,5.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,6.0,1.0,3.0,6.0,1.0,2.0,2.0
2014,6422,2,4301,5.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0
2014,6569,2,4301,6.0,5.0,4.0,5.0,6.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0
2014,7273,2,4301,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0
2014,1101114,2,2001,4.0,6.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0
2014,1103315,2,2001,6.0,4.0,7.0,5.0,3.0,1.0,3.0,6.0,3.0,2.0,2.0,4.0,5.0,5.0,2.0
2014,1106470,2,2001,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
